ID,PROVINCIA,COMUNIDAD,P_FELICIDAD,P_SALUD,S_NIVEL_VIDA,S_LABORAL,S_AMOR,S_SEXO,PAREJA,AÑOS_PAREJA,S_PAREJA,CONVIVE_PAREJA,CASADO,AFINIDAD_GEN,AFINIDAD_GUSTOS,AFINIDAD_SOCIAL,AFINIDAD_ECONOMI,AFINIDAD_SEX,IMPORTANCIA_SEX,IMPORTANCIA_SEX_PAREJA,EDUCACION_S,ATRACION_P,N_PAREJAS,COMUNICACION_SEX,R_EXT_MATRIMONIAL,ATRACCIÓN,F_SEXO,F_ANUAL,SEXO,EDAD,E_CIVIL,ESTUDIOS,SIT_LABORAL,OCUPACION,STATUS,NACIONALIDAD,RELIGION,SIT_ENT,PERCEPCION_EN,BIENESTAR
65,Sevilla,Andalucía,3,5,3,4,5,0,1,47,4,1,1,4,4,4,4,0,5,5,0,0,3,3,0,1,Sin actividad sexual,0,0,74,1,2,2,Mando,1,1,1,0,2,3.75
69,Madrid,Madrid,4,4,4,4,5,2,1,7,4,1,1,3,4,4,4,4,6,8,0,0,4,3,0,1,Regularmente,0,1,30,1,2,2,Administrativo,1,1,1,0,2,4.0
73,Vizcaya,País Vasco,4,3,2,0,6,4,1,39,5,1,1,3,4,5,4,4,10,10,0,0,1,3,0,1,Regularmente,1,1,62,1,1,2,Comerciante,1,1,1,0,2,2.25
77,Madrid,Madrid,5,3,1,5,6,5,1,4,5,1,1,3,5,5,1,5,10,9,1,0,1,3,0,1,Regularmente,0,1,33,1,4,2,Obrero,1,1,1,1,2,3.5
100,Álava,País Vasco,3,5,2,4,5,4,1,33,4,1,1,2,2,5,4,4,8,8,0,0,1,3,0,1,Regularmente,0,1,50,1,2,2,Administrativo,1,1,1,0,2,3.5
106,Madrid,Madrid,3,3,2,0,4,4,1,45,5,1,1,3,5,5,4,4,5,3,1,0,4,3,0,1,Regularmente,0,0,69,1,4,2,Comerciante,1,1,1,0,2,2.0
144,Madrid,Madrid,4,2,2,4,6,5,1,5,5,0,0,3,3,4,3,4,6,7,1,0,4,3,1,1,Regularmente,1,0,31,0,2,2,Obrero,1,1,0,0,2,3.0
195,Navarra,Navarra,3,5,2,3,4,3,0,0,0,0,0,0,0,0,0,0,8,0,1,0,2,2,0,1,Regularmente,0,1,30,1,3,2,Director,2,0,1,0,1,3.25
214,Madrid,Madrid,4,5,5,5,6,5,1,1,5,0,0,3,3,4,3,4,6,8,1,0,1,3,0,1,Regularmente,1,1,19,0,2,2,Obrero,1,1,1,0,1,4.75
226,Granada,Andalucía,4,5,4,1,5,5,1,22,4,1,1,3,4,5,4,4,7,9,0,0,1,3,0,1,Regularmente,1,1,43,1,1,2,Obrero,1,1,1,0,2,3.5
239,Madrid,Madrid,4,5,3,4,5,4,1,12,5,0,0,3,3,4,3,4,7,8,0,0,1,3,0,1,Regularmente,0,0,31,0,1,2,Otro,1,1,0,0,2,4.0
252,Zaragoza,Aragón,4,4,4,4,5,4,1,3,4,0,0,3,3,4,3,4,7,7,1,1,4,3,1,1,Regularmente,0,1,48,0,3,2,Director,2,1,2,0,2,4.0
253,Huesca,Aragón,4,5,4,0,5,4,1,38,4,1,1,3,2,4,5,2,7,4,0,0,2,3,1,1,Mensualmente,0,0,66,1,3,2,Mando,1,1,0,0,2,3.25
255,Madrid,Madrid,2,5,2,3,3,2,0,0,0,0,0,0,0,0,0,0,5,0,0,1,3,3,0,1,Sin actividad sexual,0,1,49,0,4,2,Administrativo,1,1,1,0,2,3.0
279,Madrid,Madrid,4,5,4,0,5,4,1,27,4,1,1,3,4,5,5,4,7,7,1,0,1,3,0,1,Regularmente,1,1,48,1,2,2,Comerciante,1,1,1,1,2,3.25
289,Álava,País Vasco,4,4,4,4,6,4,1,34,4,1,1,3,3,4,4,5,7,7,0,0,1,3,0,1,Regularmente,0,1,62,1,2,2,Administrativo,1,1,1,0,1,4.0
301,Madrid,Madrid,4,4,4,4,5,4,1,3,4,0,0,3,3,4,3,4,7,10,1,0,2,3,0,1,Mensualmente,0,1,26,0,3,2,Obrero,1,1,0,0,2,4.0
324,Zaragoza,Aragón,4,5,3,2,5,4,1,34,4,1,1,3,3,4,3,4,7,5,0,0,998,3,1,1,Regularmente,0,0,56,1,2,2,Obrero,1,1,1,0,2,3.5
334,Almería,Andalucía,4,5,3,4,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,9,3,0,2,Ocasionalmente,0,0,30,0,2,2,Obrero,1,1,0,0,2,4.0
363,Madrid,Madrid,4,5,4,0,6,3,1,42,4,1,1,3,4,4,5,4,4,4,0,0,1,3,0,2,Ocasionalmente,1,0,71,1,4,2,Director,2,1,1,0,2,3.25
391,Madrid,Madrid,4,5,4,5,6,4,1,13,4,1,0,4,4,5,5,4,5,10,1,0,2,3,0,1,Regularmente,0,1,33,0,3,2,Mando,1,1,1,1,2,4.5
412,Asturias,Asturias,3,5,2,1,5,4,1,25,3,1,1,2,5,4,4,5,8,10,1,0,1,3,1,1,Diariamente,1,1,41,1,1,2,Obrero,1,1,1,1,2,2.75
417,Granada,Andalucía,4,5,5,5,6,4,1,32,4,1,1,4,5,5,5,5,7,7,0,0,1,3,1,1,Regularmente,0,1,56,1,2,2,Director,2,1,0,1,2,4.75
432,Asturias,Asturias,5,5,5,0,6,5,1,12,5,1,1,3,4,4,4,4,8,8,0,0,4,3,0,1,Diariamente,0,0,48,1,2,2,Obrero,1,1,1,0,1,3.75
452,Granada,Andalucía,5,4,4,5,5,4,1,1,5,0,0,3,3,4,3,4,8,8,0,0,50,3,0,1,Regularmente,0,0,24,0,2,2,Comerciante,1,1,2,0,2,4.5
457,Rioja,Rioja,5,5,5,5,6,5,1,20,4,1,1,3,4,5,5,5,8,8,0,0,1,3,0,1,Regularmente,0,1,42,1,2,2,Comerciante,1,1,1,0,2,5.0
466,Málaga,Andalucía,4,5,4,0,6,5,1,2,4,0,0,3,3,4,3,4,6,5,1,0,2,3,0,2,Regularmente,0,0,20,0,2,1,Mando,1,1,1,0,2,3.25
480,Madrid,Madrid,4,5,3,4,5,4,1,1,4,0,0,3,3,4,3,4,6,7,1,0,8,3,1,2,Regularmente,1,1,22,0,2,2,Autónomo,2,1,0,0,2,4.0
488,Huesca,Aragón,5,3,2,0,6,4,1,45,4,1,1,4,4,5,4,4,7,7,0,0,1,3,0,1,Sin actividad sexual,0,1,63,1,1,2,Obrero,1,1,1,1,1,2.5
490,Jaén,Andalucía,4,5,4,4,5,4,1,40,4,1,1,3,4,4,4,4,6,6,0,0,1,1,0,1,Desconocido,0,1,61,1,1,2,Comerciante,1,1,1,0,2,4.25
513,Madrid,Madrid,5,5,5,5,5,4,1,24,5,1,1,3,4,4,4,4,8,8,0,0,1,3,0,2,Regularmente,0,1,43,1,4,2,Mando,2,1,0,0,2,5.0
515,Madrid,Madrid,3,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,3,0,1,Ocasionalmente,1,0,65,0,1,2,Obrero,1,1,1,0,2,3.0
521,Sevilla,Andalucía,4,5,4,4,6,5,1,10,5,1,1,4,4,4,4,4,9,9,1,0,14,3,0,1,Regularmente,0,0,35,1,3,2,Autónomo,2,1,0,1,1,4.25
523,Madrid,Madrid,4,4,4,4,6,5,1,28,5,1,1,3,5,4,4,5,7,5,0,0,1,3,0,1,Regularmente,0,1,49,1,2,2,Comerciante,1,1,0,0,2,4.0
532,Teruel,Aragón,4,3,4,4,6,4,1,24,4,1,1,3,4,5,4,4,7,7,0,0,1,3,0,1,Regularmente,1,1,42,1,2,2,Comerciante,1,1,1,0,2,3.75
565,Almería,Andalucía,4,5,5,2,6,4,1,2,5,0,0,3,3,4,3,4,8,10,1,0,5,3,0,1,Regularmente,0,1,18,0,2,2,Autónomo,2,1,0,0,1,4.0
605,Guipúzcoa,País Vasco,4,5,4,3,6,5,1,16,5,1,0,3,4,4,4,5,9,8,1,0,1,3,0,1,Regularmente,0,1,32,1,2,2,Mando,1,1,0,1,2,4.0
607,Navarra,Navarra,4,4,4,2,6,4,1,35,4,1,1,4,5,4,4,5,7,6,0,0,1,3,0,1,Mensualmente,0,0,62,1,2,2,Obrero,1,1,0,0,2,3.5
608,Málaga,Andalucía,4,5,4,4,6,5,1,42,4,1,1,2,4,4,4,4,7,10,0,0,1,3,0,1,Regularmente,1,1,72,1,1,2,Obrero,1,1,0,0,2,4.25
626,Córdoba,Andalucía,4,1,3,5,6,5,1,18,5,1,1,3,4,4,3,4,7,7,0,0,1,3,0,1,Regularmente,0,0,34,1,2,2,Obrero,1,1,0,1,2,3.25
627,Álava,País Vasco,3,5,2,1,6,4,1,1,4,0,0,3,3,4,3,4,8,10,0,0,4,3,0,1,Regularmente,0,1,31,0,2,0,Obrero,1,1,0,0,2,2.75
648,Córdoba,Andalucía,3,5,2,4,5,2,1,43,5,1,1,3,4,4,4,4,5,7,0,0,1,3,0,1,Regularmente,0,1,63,1,1,2,Mando,1,1,1,0,1,3.5
659,Málaga,Andalucía,4,5,2,0,5,4,1,23,5,1,1,2,4,5,1,4,10,10,0,0,2,1,0,0,Desconocido,0,0,65,1,2,2,Comerciante,1,1,1,1,2,2.75
689,Guipúzcoa,País Vasco,4,2,3,0,5,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,30,3,0,1,Ocasionalmente,1,0,67,0,1,2,Comerciante,1,1,1,0,1,2.25
692,Asturias,Asturias,4,5,2,0,5,4,1,42,4,1,1,3,4,4,4,4,8,8,0,0,1,3,0,1,Regularmente,1,1,67,1,1,2,Obrero,1,1,1,0,1,2.75
698,Madrid,Madrid,3,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,Sin actividad sexual,0,1,63,0,3,0,Administrativo,1,1,1,0,2,2.25
714,Sevilla,Andalucía,3,5,3,4,5,4,1,12,4,1,0,3,3,4,4,4,5,10,0,0,2,3,0,1,Regularmente,0,1,45,0,2,2,Obrero,1,1,1,0,2,3.75
734,Granada,Andalucía,4,5,4,4,5,4,1,14,5,1,1,3,4,4,5,4,8,8,1,0,1,3,0,1,Regularmente,1,1,44,1,3,2,Autónomo,2,1,1,0,2,4.25
741,Madrid,Madrid,4,5,4,4,5,4,1,13,4,1,1,3,4,4,4,4,9,9,0,0,4,3,0,2,Desconocido,0,1,37,1,2,2,Obrero,1,1,1,0,1,4.25
751,Vizcaya,País Vasco,4,5,4,2,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,41,1,0,1,Regularmente,0,1,56,0,2,2,Obrero,0,1,1,0,2,3.75
758,Zaragoza,Aragón,4,4,4,5,6,5,1,10,5,1,1,3,4,4,4,4,7,7,0,0,1,3,0,1,Regularmente,0,1,29,1,2,2,Obrero,1,1,1,1,2,4.25
765,Rioja,Rioja,2,4,3,3,6,4,1,10,4,1,1,3,4,5,3,4,8,8,1,0,1,3,0,1,Regularmente,1,1,28,1,2,2,Obrero,1,1,1,0,2,3.0
800,Madrid,Madrid,4,5,4,0,5,4,1,1,4,0,0,3,3,4,3,4,7,8,1,0,2,3,1,1,Mensualmente,0,0,80,0,2,2,Mando,1,1,1,0,2,3.25
822,Murcia,Murcia,2,5,4,0,5,4,1,28,4,1,1,1,2,3,3,5,10,10,0,0,1,3,0,1,Regularmente,1,1,43,1,2,2,Comerciante,1,1,1,0,2,2.75
833,Navarra,Navarra,4,5,5,4,6,4,1,1,4,0,0,3,3,4,3,4,9,9,1,0,3,3,0,2,Diariamente,0,0,21,0,2,2,Mando,1,0,1,0,2,4.5
860,Madrid,Madrid,4,5,2,4,5,4,0,0,0,0,0,0,0,0,0,0,9,0,1,0,5,3,0,1,Regularmente,0,1,50,0,3,2,Mando,1,1,0,0,2,3.75
